OCPM #,Make/Miss,SR Create TS,SR Close TS,CX - RC
409C5H8,Miss,2019-10-18 10:14:00,2019-12-17 14:01:00,60.15763888888889
409HVMC,Miss,2019-11-13 09:41:00,2019-12-30 09:31:00,46.99305555555556
409JJ3S,Miss,2019-11-15 17:28:00,2019-12-30 12:32:00,44.794444444444444
409JJDL,Miss,2019-11-15 18:46:00,2019-12-30 19:29:00,45.02986111111111
409KC5W,Miss,2019-11-20 10:24:00,2019-12-30 14:28:00,40.169444444444444
409JBBV,Miss,2019-11-14 19:50:00,2019-12-30 16:30:00,45.861111111111114
409KCJH,Miss,2019-11-20 14:14:00,2019-12-30 11:43:00,39.89513888888889
409K3P8,Miss,2019-11-19 12:43:00,2019-12-30 12:52:00,41.00625
409KCLF,Miss,2019-11-20 14:22:00,2019-12-30 11:42:00,39.888888888888886
409GWFL,Miss,2019-11-07 10:17:00,2019-12-20 16:31:00,43.25972222222222
409DBMF,Miss,2019-10-24 14:32:00,2019-12-31 10:55:00,67.84930555555556
409HH92,Miss,2019-11-11 17:09:00,2019-12-31 11:44:00,49.77430555555556
409CFDG,Miss,2019-10-21 11:05:00,2019-12-31 15:21:00,71.17777777777778
409JR38,Miss,2019-11-18 11:25:00,2019-12-31 13:39:00,43.09305555555556
409JSHM,Miss,2019-11-18 15:30:00,2019-12-31 14:35:00,42.96180555555556
409KCVH,Miss,2019-11-20 14:52:00,2019-12-31 12:39:00,40.90763888888889
409HYLV,Miss,2019-11-13 13:00:00,2019-12-31 12:38:00,47.984722222222224
409KN7T,Miss,2019-11-21 17:44:00,2019-12-31 14:36:00,39.86944444444445
409KN4K,Miss,2019-11-21 16:10:00,2019-12-31 14:21:00,39.924305555555556
4098B2G,Miss,2019-10-03 09:48:00,2019-12-31 14:21:00,89.18958333333333
409KCKT,Miss,2019-11-20 14:20:00,2019-12-31 10:58:00,40.859722222222224
409J88V,Miss,2019-11-14 11:09:00,2020-01-02 19:00:00,49.327083333333334
409FTT6,Miss,2019-11-02 05:39:00,2020-01-02 15:44:00,61.420138888888886
409K4P8,Miss,2019-11-19 15:03:00,2020-01-02 14:29:00,43.97638888888889
409KKN2,Miss,2019-11-21 11:26:00,2020-01-02 10:38:00,41.96666666666667
409KSZM,Miss,2019-11-22 12:45:00,2020-01-02 12:40:00,40.99652777777778
409KQBR,Miss,2019-11-22 07:29:00,2020-01-02 14:29:00,41.291666666666664
409KS98,Miss,2019-11-22 11:10:00,2020-01-02 10:31:00,40.97291666666667
409K4VH,Miss,2019-11-19 16:33:00,2020-01-02 13:31:00,43.87361111111111
409K3V4,Miss,2019-11-19 13:01:00,2020-01-02 14:28:00,44.06041666666667
409KBLN,Miss,2019-11-20 12:14:00,2020-01-02 15:31:00,43.136805555555554
409KLN6,Miss,2019-11-21 12:38:00,2020-01-02 14:28:00,42.076388888888886
409KNKN,Miss,2019-11-21 21:36:00,2020-01-02 11:29:00,41.578472222222224
409KKZJ,Miss,2019-11-21 12:06:00,2020-01-02 13:33:00,42.06041666666667
409KTFB,Miss,2019-11-22 13:41:00,2020-01-02 11:26:00,40.90625
409FV6R,Miss,2019-11-02 14:16:00,2020-01-02 12:31:00,60.927083333333336
409JRTZ,Miss,2019-11-18 14:09:00,2020-01-02 11:32:00,44.890972222222224
409F2T9,Miss,2019-10-29 08:22:00,2020-01-02 11:30:00,65.13055555555556
409JY54,Miss,2019-11-19 07:41:00,2020-01-02 13:33:00,44.24444444444445
409KLJY,Miss,2019-11-21 13:23:00,2020-01-03 19:17:00,43.24583333333333
409KSRP,Miss,2019-11-22 12:15:00,2020-01-03 12:18:00,42.00208333333333
409FLGP,Miss,2019-10-31 12:28:00,2020-01-03 10:45:00,63.928472222222226
409KBTV,Miss,2019-11-20 12:47:00,2020-01-03 12:12:00,43.97569444444444
409HHP2,Miss,2019-11-11 20:31:00,2020-01-03 19:15:00,52.94722222222222
409KTB4,Miss,2019-11-22 13:23:00,2020-01-03 12:27:00,41.96111111111111
409K4NJ,Miss,2019-11-19 13:02:00,2020-01-03 15:29:00,45.10208333333333
4096K4S,Miss,2019-09-24 13:56:00,2020-01-03 12:39:00,100.94652777777777
409D7CC,Miss,2019-10-24 08:46:00,2020-01-03 10:45:00,71.0826388888889
409H78J,Miss,2019-11-08 15:17:00,2020-01-03 10:43:00,55.80972222222222
409HPYJ,Miss,2019-11-12 13:14:00,2020-01-03 11:39:00,51.93402777777778
409JS6S,Miss,2019-11-18 14:50:00,2020-01-03 14:31:00,45.986805555555556
409KL7T,Miss,2019-11-21 13:38:00,2020-01-03 17:31:00,43.16180555555555
409KS4N,Miss,2019-11-22 10:57:00,2020-01-03 14:33:00,42.15
409L4D2,Miss,2019-11-25 11:00:00,2020-01-03 14:32:00,39.147222222222226
409F8MM,Miss,2019-10-30 08:38:00,2019-12-19 15:59:00,50.30625
409GW39,Miss,2019-11-07 12:25:00,2019-12-19 13:42:00,42.053472222222226
409KRPF,Miss,2019-11-22 08:07:00,2020-01-03 14:32:00,42.267361111111114
409KTG7,Miss,2019-11-22 13:43:00,2020-01-03 12:36:00,41.953472222222224
409HGZK,Miss,2019-11-11 13:21:00,2019-12-21 18:15:00,40.204166666666666
409KQNH,Miss,2019-11-22 08:22:00,2020-01-03 11:44:00,42.140277777777776
409CRDN,Miss,2019-10-22 11:34:00,2020-01-03 16:30:00,73.20555555555555
409JR3K,Miss,2019-11-18 11:27:00,2020-01-05 20:00:00,48.35625
409GG7H,Miss,2019-11-05 17:47:00,2019-12-27 11:15:00,51.727777777777774
409L836,Miss,2019-11-25 22:34:00,2020-01-05 21:19:00,40.947916666666664
409D428,Miss,2019-10-23 15:50:00,2020-01-06 13:39:00,74.90902777777778
409H675,Miss,2019-11-08 12:32:00,2020-01-06 14:31:00,59.08263888888889
409HWYQ,Miss,2019-11-13 11:44:00,2020-01-06 12:35:00,54.03541666666667
409J2RL,Miss,2019-11-13 19:13:00,2020-01-06 18:29:00,53.96944444444444
409J9LY,Miss,2019-11-14 13:18:00,2020-01-06 10:39:00,52.889583333333334
409JJY5,Miss,2019-11-16 19:50:00,2020-01-06 12:36:00,50.69861111111111
409JRWR,Miss,2019-11-18 13:17:00,2020-01-06 14:38:00,49.05625
409JZM5,Miss,2019-11-19 08:12:00,2020-01-06 14:33:00,48.264583333333334
409K26L,Miss,2019-11-19 11:00:00,2020-01-06 10:28:00,47.977777777777774
409K47L,Miss,2019-11-19 12:50:00,2020-01-06 10:38:00,47.90833333333333
409K4TM,Miss,2019-11-19 13:30:00,2020-01-06 15:28:00,48.081944444444446
409KJNP,Miss,2019-11-21 07:56:00,2020-01-06 15:32:00,46.31666666666667
409KTT7,Miss,2019-11-22 14:52:00,2020-01-06 14:49:00,44.99791666666667
409L742,Miss,2019-11-25 15:18:00,2020-01-06 13:44:00,41.93472222222222
409L3L2,Miss,2019-11-25 09:49:00,2020-01-06 14:43:00,42.204166666666666
409L469,Miss,2019-11-25 10:38:00,2020-01-06 17:30:00,42.28611111111111
BNBNZHH,Miss,2019-11-25 13:00:00,2020-01-06 13:45:00,42.03125
409LFT9,Miss,2019-11-26 11:40:00,2020-01-06 14:31:00,41.11875
BNBNSVD,Miss,2019-11-26 09:01:00,2020-01-06 11:34:00,41.10625
409LPQ4,Miss,2019-11-27 16:45:00,2020-01-06 12:49:00,39.83611111111111
409JGSP,Miss,2019-11-15 12:35:00,2020-01-06 13:02:00,52.01875
409K47Q,Miss,2019-11-19 13:49:00,2020-01-06 10:29:00,47.861111111111114
409KB2H,Miss,2019-11-20 09:16:00,2020-01-06 10:28:00,47.05
409KKM5,Miss,2019-11-21 10:23:00,2020-01-06 10:31:00,46.00555555555555
409KTS3,Miss,2019-11-22 14:39:00,2020-01-06 14:39:00,45.0
409F2VW,Miss,2019-10-29 10:28:00,2020-01-06 10:26:00,68.99861111111112
409LP9F,Miss,2019-11-27 14:59:00,2020-01-06 11:35:00,39.858333333333334
409KV7C,Miss,2019-11-22 14:40:00,2020-01-06 11:28:00,44.86666666666667
409FHVY,Miss,2019-10-31 08:11:00,2020-01-06 14:40:00,67.2701388888889
409KT4C,Miss,2019-11-22 12:56:00,2020-01-06 10:27:00,44.89652777777778
409KY3V,Miss,2019-11-24 18:36:00,2020-01-06 11:45:00,42.71458333333333
409LLDZ,Miss,2019-11-27 09:40:00,2020-01-06 17:34:00,40.329166666666666
40995YZ,Miss,2019-10-08 14:30:00,2020-01-06 15:31:00,90.0423611111111
409LMPM,Miss,2019-11-27 11:49:00,2020-01-06 13:38:00,40.075694444444444
409K4BL,Miss,2019-11-19 14:05:00,2020-01-06 10:26:00,47.84791666666667
409KR6Y,Miss,2019-11-22 08:20:00,2020-01-06 12:30:00,45.173611111111114
409KSW2,Miss,2019-11-22 12:31:00,2020-01-06 14:49:00,45.09583333333333
409FS7C,Miss,2019-11-01 13:50:00,2020-01-07 10:28:00,66.85972222222222
409HF59,Miss,2019-11-11 11:54:00,2020-01-07 11:38:00,56.98888888888889
409K8TW,Miss,2019-11-20 08:36:00,2020-01-07 12:27:00,48.16041666666667
BNBNZK8,Miss,2019-11-25 12:51:00,2020-01-07 10:43:00,42.91111111111111
BNBNZJL,Miss,2019-11-25 12:54:00,2020-01-07 10:40:00,42.90694444444444
BNBNZKZ,Miss,2019-11-25 12:46:00,2020-01-07 10:38:00,42.91111111111111
BNBNZLH,Miss,2019-11-25 12:44:00,2020-01-07 10:39:00,42.91319444444444
409LG28,Miss,2019-11-26 15:03:00,2020-01-07 12:55:00,41.91111111111111
409LPS4,Miss,2019-11-27 19:37:00,2020-01-07 13:45:00,40.75555555555555
409D9RC,Miss,2019-10-24 11:53:00,2019-12-29 09:05:00,65.88333333333334
BNBPZPG,Miss,2019-11-20 08:59:00,2019-12-31 15:24:00,41.267361111111114
409J9RL,Miss,2019-11-14 14:49:00,2020-01-02 12:48:00,48.91597222222222
409J6TB,Miss,2019-11-14 10:39:00,2020-01-07 13:25:00,54.11527777777778
409KCKG,Miss,2019-11-20 14:18:00,2020-01-07 11:44:00,47.893055555555556
409LF72,Miss,2019-11-26 13:20:00,2020-01-07 13:27:00,42.00486111111111
409KBMG,Miss,2019-11-20 12:17:00,2020-01-07 15:43:00,48.143055555555556
409L59S,Miss,2019-11-25 12:28:00,2020-01-07 10:31:00,42.91875
409LN8J,Miss,2019-11-27 12:14:00,2020-01-07 14:13:00,41.08263888888889
409G5LC,Miss,2019-11-04 15:05:00,2020-01-07 12:13:00,63.88055555555555
409GYTC,Miss,2019-11-07 14:33:00,2020-01-07 12:44:00,60.924305555555556
409JR8D,Miss,2019-11-18 11:48:00,2020-01-07 14:59:00,50.13263888888889
409GQ42,Miss,2019-11-06 20:15:00,2020-01-07 12:11:00,61.66388888888889
409J9NN,Miss,2019-11-14 16:24:00,2020-01-07 11:41:00,53.803472222222226
409JSNH,Miss,2019-11-18 14:51:00,2020-01-08 13:11:00,50.93055555555556
409LN62,Miss,2019-11-27 09:56:00,2020-01-08 10:12:00,42.01111111111111
409JPZR,Miss,2019-11-18 10:44:00,2020-01-08 11:55:00,51.049305555555556
409JZCH,Miss,2019-11-19 09:51:00,2020-01-08 13:25:00,50.14861111111111
409KCJ5,Miss,2019-11-20 14:15:00,2020-01-08 09:56:00,48.82013888888889
BNBNZL9,Miss,2019-11-25 12:45:00,2020-01-08 10:12:00,43.89375
409LFND,Miss,2019-11-26 11:17:00,2020-01-08 10:43:00,42.97638888888889
409H6CG,Miss,2019-11-08 13:53:00,2019-12-18 13:40:00,39.990972222222226
409LGGK,Miss,2019-11-26 15:17:00,2020-01-08 12:54:00,42.90069444444445
409KB2K,Miss,2019-11-20 11:16:00,2020-01-08 16:04:00,49.2
409LZJF,Miss,2019-11-29 11:26:00,2020-01-08 16:11:00,40.197916666666664
409L48M,Miss,2019-11-25 10:44:00,2020-01-08 13:26:00,44.1125
409L6VT,Miss,2019-11-25 15:49:00,2020-01-08 09:56:00,43.75486111111111
409JGZQ,Miss,2019-11-15 12:59:00,2020-01-09 13:27:00,55.019444444444446
409KSGJ,Miss,2019-11-22 10:32:00,2020-01-09 11:29:00,48.03958333333333
409KSRT,Miss,2019-11-22 10:16:00,2020-01-09 12:13:00,48.08125
409LP48,Miss,2019-11-27 15:28:00,2020-01-09 11:57:00,42.85347222222222
409L4FB,Miss,2019-11-25 09:59:00,2020-01-09 10:29:00,45.020833333333336
409LMMN,Miss,2019-11-27 11:41:00,2020-01-09 18:26:00,43.28125
409LGDD,Miss,2019-11-26 16:03:00,2020-01-09 11:15:00,43.8
409GNKY,Miss,2019-11-06 14:52:00,2020-01-10 11:47:00,64.87152777777777
409LCN7,Miss,2019-11-26 10:32:00,2020-01-10 11:56:00,45.05833333333333
409LV66,Miss,2019-11-28 15:14:00,2020-01-10 15:13:00,42.99930555555556
409M3KD,Miss,2019-12-01 14:31:00,2020-01-10 12:45:00,39.92638888888889
409M6TZ,Miss,2019-12-02 09:27:00,2020-01-10 16:22:00,39.28819444444444
409H54Y,Miss,2019-11-08 11:04:00,2019-12-23 15:29:00,45.18402777777778
4098RTH,Miss,2019-10-07 08:41:00,2019-12-20 11:44:00,74.12708333333333
409GDZG,Miss,2019-11-05 13:05:00,2019-12-20 15:38:00,45.10625
409GMV9,Miss,2019-11-06 13:12:00,2019-12-20 18:31:00,44.22152777777778
409GQ6P,Miss,2019-11-06 20:25:00,2019-12-20 16:31:00,43.8375
409GYL4,Miss,2019-11-07 16:01:00,2019-12-20 17:36:00,43.06597222222222
409HDHR,Miss,2019-11-11 10:54:00,2019-12-20 17:34:00,39.27777777777778
409JHFW,Miss,2019-11-15 14:16:00,2020-01-10 10:13:00,55.83125
409HHHL,Miss,2019-11-11 15:19:00,2019-12-20 23:00:00,39.32013888888889
BNBRWMT,Miss,2019-11-11 10:24:00,2019-12-20 14:00:00,39.15
409HM63,Miss,2019-11-12 10:01:00,2019-12-23 10:36:00,41.02430555555556
409LDBL,Miss,2019-11-26 11:33:00,2020-01-13 14:00:00,48.10208333333333
409JGTF,Miss,2019-11-15 13:36:00,2020-01-13 11:29:00,58.91180555555555
CLKGYDQ,Miss,2019-11-29 12:38:00,2020-01-13 15:40:00,45.12638888888889
409GDR3,Miss,2019-11-05 13:36:00,2019-12-17 09:37:00,41.83402777777778
409FLQM,Miss,2019-10-31 10:06:00,2019-12-18 10:58:00,48.03611111111111
409G5LG,Miss,2019-11-04 16:12:00,2019-12-24 16:00:00,49.99166666666667
409HFHH,Miss,2019-11-11 12:39:00,2019-12-24 11:25:00,42.94861111111111
CLKLPZG,Miss,2019-10-28 12:49:00,2019-12-24 10:56:00,56.921527777777776
409J88Z,Miss,2019-11-14 13:06:00,2019-12-24 11:31:00,39.93402777777778
409BP5L,Miss,2019-10-16 14:29:00,2020-01-13 12:10:00,88.90347222222222
409ML3Z,Miss,2019-12-03 16:03:00,2020-01-13 13:42:00,40.90208333333333
409MVDP,Miss,2019-12-04 16:14:00,2020-01-13 13:54:00,39.90277777777778
CLKQY8R,Miss,2019-09-27 11:40:00,2019-12-24 09:36:00,87.91388888888889
409J9P9,Miss,2019-11-14 16:28:00,2019-12-24 13:32:00,39.87777777777778
409G4B4,Miss,2019-11-04 13:16:00,2019-12-20 12:43:00,45.97708333333333
409FVK9,Miss,2019-11-03 09:52:00,2019-12-19 10:31:00,46.02708333333333
409CJ4L,Miss,2019-10-21 13:07:00,2019-12-19 14:27:00,59.05555555555556
409GWCK,Miss,2019-11-07 13:07:00,2019-12-27 10:56:00,49.90902777777778
409G4RQ,Miss,2019-11-04 14:17:00,2020-01-10 11:29:00,66.88333333333334
409GBN5,Miss,2019-11-05 10:49:00,2019-12-20 13:46:00,45.12291666666667
409KSL6,Miss,2019-11-22 11:50:00,2020-01-09 14:56:00,48.12916666666667
409H59V,Miss,2019-11-08 08:26:00,2019-12-17 15:03:00,39.27569444444445
409KHRB,Miss,2019-11-21 05:23:00,2020-01-07 11:17:00,47.24583333333333
409LFZZ,Miss,2019-11-26 14:00:00,2020-01-06 11:37:00,40.90069444444445
409KNC3,Miss,2019-11-21 15:22:00,2020-01-06 11:40:00,45.84583333333333
BNBQPJ8,Miss,2019-11-18 09:04:00,2019-12-30 14:45:00,42.236805555555556
409F2SG,Miss,2019-10-29 11:19:00,2019-12-19 14:44:00,51.142361111111114
409LNPW,Miss,2019-11-27 14:28:00,2020-01-13 16:26:00,47.081944444444446
409M2FB,Miss,2019-11-29 14:48:00,2020-01-07 19:18:00,39.1875
409KCTT,Miss,2019-11-20 14:53:00,2020-01-06 16:36:00,47.071527777777774
409LMBF,Miss,2019-11-27 11:05:00,2020-01-06 11:36:00,40.02152777777778
409JP48,Miss,2019-11-18 09:35:00,2020-01-03 09:42:00,46.00486111111111
409L77B,Miss,2019-11-25 13:39:00,2020-01-08 15:39:00,44.083333333333336
4099MG5,Miss,2019-10-10 09:24:00,2019-12-19 10:29:00,70.04513888888889
409HR22,Miss,2019-11-12 15:28:00,2020-01-02 18:33:00,51.12847222222222
409G9TM,Miss,2019-11-05 09:34:00,2019-12-23 10:29:00,48.03819444444444
409KJN2,Miss,2019-11-21 09:55:00,2020-01-10 11:52:00,50.08125
409LFST,Miss,2019-11-26 14:36:00,2020-01-08 16:24:00,43.075
409H82V,Miss,2019-11-09 10:30:00,2019-12-24 11:51:00,45.05625
409KR83,Miss,2019-11-22 09:23:00,2020-01-09 11:29:00,48.0875
409JGTY,Miss,2019-11-15 13:43:00,2020-01-13 11:01:00,58.8875
409KJKD,Miss,2019-11-21 09:48:00,2020-01-07 11:16:00,47.06111111111111
409HZ99,Miss,2019-11-13 13:31:00,2019-12-23 12:38:00,39.96319444444445
409F5CN,Miss,2019-10-29 16:21:00,2019-12-19 16:28:00,51.00486111111111
409GVZ8,Miss,2019-11-07 09:24:00,2019-12-20 11:50:00,43.10138888888889
409DJZG,Miss,2019-10-25 13:19:00,2019-12-19 11:11:00,54.91111111111111
409KNLN,Miss,2019-11-21 21:39:00,2020-01-07 12:46:00,46.62986111111111
409B4FG,Miss,2019-10-14 09:06:00,2020-01-02 14:45:00,80.23541666666667
409KR7P,Miss,2019-11-22 09:22:00,2020-01-02 13:31:00,41.172916666666666
409FQW7,Miss,2019-11-01 10:42:00,2019-12-18 12:45:00,47.08541666666667
409HMYL,Miss,2019-11-12 10:08:00,2019-12-26 14:48:00,44.19444444444444
409BGY3,Miss,2019-10-15 14:10:00,2019-12-18 08:11:00,63.75069444444444
409FSJR,Miss,2019-11-01 11:39:00,2019-12-17 20:26:00,46.365972222222226
409LM4M,Make,2019-11-27 10:47:00,2020-01-09 09:42:00,42.954861111111114
409LL2L,Miss,2019-11-27 09:06:00,2020-01-07 14:17:00,41.21597222222222
409LKSD,Miss,2019-11-27 05:42:00,2020-01-06 12:36:00,40.2875
