OCPM #,Make/Miss,SR Create TS,SR Close TS,Cust Contact TS,Close and Create Diff
409RSJG,Make,2020-01-02 10:08:00,2020-01-02 10:25:00,2020-01-02 10:09:00,0 days 00:17:00.000000000
409RSQR,Make,2020-01-02 10:34:00,2020-01-02 11:45:00,2020-01-02 10:48:00,0 days 01:11:00.000000000
409RTQV,Make,2020-01-02 10:33:00,2020-01-02 15:22:00,2020-01-02 10:35:00,0 days 04:49:00.000000000
409RTVF,Make,2020-01-02 10:56:00,2020-01-02 15:16:00,2020-01-02 11:06:00,0 days 04:20:00.000000000
409RTWB,Make,2020-01-02 13:00:00,2020-01-02 13:06:00,2020-01-02 13:03:00,0 days 00:06:00.000000000
409RTBH,Make,2020-01-02 11:37:00,2020-01-02 15:49:00,2020-01-02 11:37:00,0 days 04:12:00.000000000
409RV3P,Make,2020-01-02 13:27:00,2020-01-02 13:37:00,2020-01-02 13:28:00,0 days 00:10:00.000000000
409RV5R,Make,2020-01-02 10:40:00,2020-01-02 15:39:00,2020-01-02 10:40:00,0 days 04:59:00.000000000
409RVCD,Make,2020-01-02 14:13:00,2020-01-02 14:25:00,,0 days 00:12:00.000000000
409RVPW,Make,2020-01-02 14:03:00,2020-01-02 14:09:00,2020-01-02 14:04:00,0 days 00:06:00.000000000
409RVTR,Make,2020-01-02 13:21:00,2020-01-02 13:28:00,,0 days 00:07:00.000000000
409RWKQ,Make,2020-01-02 15:46:00,2020-01-02 15:55:00,2020-01-02 15:47:00,0 days 00:09:00.000000000
409RWQ8,Make,2020-01-02 18:51:00,2020-01-02 18:55:00,2020-01-02 18:51:00,0 days 00:04:00.000000000
409RWRW,Make,2020-01-02 18:21:00,2020-01-02 18:25:00,2020-01-02 18:22:00,0 days 00:04:00.000000000
409RWVF,Make,2020-01-02 20:34:00,2020-01-02 20:37:00,2020-01-02 20:34:00,0 days 00:03:00.000000000
409S3N3,Make,2020-01-03 13:47:00,2020-01-03 13:50:00,2020-01-03 13:49:00,0 days 00:03:00.000000000
409RWDJ,Make,2020-01-02 16:58:00,2020-01-03 11:55:00,2020-01-03 10:48:00,0 days 18:57:00.000000000
409S4S7,Make,2020-01-03 17:22:00,2020-01-03 17:28:00,2020-01-03 17:23:00,0 days 00:06:00.000000000
409RS3V,Make,2020-01-02 09:10:00,2020-01-03 17:37:00,2020-01-02 09:16:00,1 days 08:27:00.000000000
409RVW2,Make,2020-01-02 15:26:00,2020-01-03 16:36:00,2020-01-02 15:46:00,1 days 01:10:00.000000000
409RR9V,Make,2020-01-02 06:42:00,2020-01-03 10:04:00,2020-01-02 06:44:00,1 days 03:22:00.000000000
409RRTG,Make,2020-01-02 08:40:00,2020-01-03 08:32:00,2020-01-02 08:41:00,0 days 23:52:00.000000000
409S2KR,Make,2020-01-03 10:55:00,2020-01-03 10:59:00,2020-01-03 10:55:00,0 days 00:04:00.000000000
409RSGY,Make,2020-01-02 10:02:00,2020-01-03 15:52:00,2020-01-02 10:14:00,1 days 05:50:00.000000000
409RSQJ,Make,2020-01-02 10:39:00,2020-01-03 10:47:00,2020-01-02 11:59:00,1 days 00:08:00.000000000
409RT4H,Make,2020-01-02 10:10:00,2020-01-03 14:25:00,2020-01-02 10:10:00,1 days 04:15:00.000000000
409RW9R,Make,2020-01-02 16:35:00,2020-01-03 17:03:00,2020-01-02 16:40:00,1 days 00:28:00.000000000
409RTPQ,Make,2020-01-02 09:29:00,2020-01-03 13:02:00,2020-01-02 09:31:00,1 days 03:33:00.000000000
409RWC4,Make,2020-01-02 16:48:00,2020-01-03 13:10:00,2020-01-03 11:14:00,0 days 20:22:00.000000000
BNBFTFW,Make,2020-01-02 14:59:00,2020-01-03 13:37:00,2020-01-03 07:53:00,0 days 22:38:00.000000000
409RS86,Make,2020-01-02 09:36:00,2020-01-03 14:42:00,2020-01-02 09:41:00,1 days 05:06:00.000000000
409RTZB,Make,2020-01-02 13:11:00,2020-01-03 15:54:00,2020-01-02 13:11:00,1 days 02:43:00.000000000
409RVRR,Make,2020-01-02 12:10:00,2020-01-03 16:22:00,2020-01-02 12:25:00,1 days 04:12:00.000000000
409RTRC,Make,2020-01-02 09:35:00,2020-01-03 16:06:00,2020-01-02 09:35:00,1 days 06:31:00.000000000
409RS8M,Make,2020-01-02 09:32:00,2020-01-03 13:28:00,2020-01-03 08:00:00,1 days 03:56:00.000000000
409RVY9,Make,2020-01-02 15:33:00,2020-01-03 17:49:00,2020-01-02 15:34:00,1 days 02:16:00.000000000
409RVYM,Make,2020-01-02 15:35:00,2020-01-03 13:42:00,2020-01-02 15:36:00,0 days 22:07:00.000000000
409RVZF,Make,2020-01-02 12:39:00,2020-01-03 12:45:00,2020-01-02 12:40:00,1 days 00:06:00.000000000
409RW96,Make,2020-01-02 16:32:00,2020-01-03 13:15:00,2020-01-02 16:40:00,0 days 20:43:00.000000000
409RPZL,Make,2020-01-01 17:34:00,2020-01-03 17:48:00,2020-01-01 17:38:00,2 days 00:14:00.000000000
409RVVC,Make,2020-01-02 15:22:00,2020-01-03 12:17:00,2020-01-02 16:51:00,0 days 20:55:00.000000000
409RZW7,Make,2020-01-03 08:30:00,2020-01-03 16:32:00,,0 days 08:02:00.000000000
409RRZQ,Make,2020-01-02 08:57:00,2020-01-03 12:18:00,2020-01-03 08:19:00,1 days 03:21:00.000000000
409RSMZ,Make,2020-01-02 10:20:00,2020-01-03 15:00:00,2020-01-02 13:14:00,1 days 04:40:00.000000000
409RSVW,Make,2020-01-02 10:47:00,2020-01-03 12:08:00,2020-01-03 08:30:00,1 days 01:21:00.000000000
409RV63,Make,2020-01-02 13:39:00,2020-01-03 15:10:00,,1 days 01:31:00.000000000
409RSJL,Make,2020-01-02 08:05:00,2020-01-03 14:25:00,2020-01-02 10:28:00,1 days 06:20:00.000000000
409RRMM,Make,2020-01-02 08:06:00,2020-01-03 14:40:00,2020-01-02 09:41:00,1 days 06:34:00.000000000
409RTKD,Make,2020-01-02 11:02:00,2020-01-03 10:18:00,2020-01-03 08:06:00,0 days 23:16:00.000000000
409RSD4,Make,2020-01-02 09:47:00,2020-01-03 15:42:00,2020-01-03 09:11:00,1 days 05:55:00.000000000
409RRSB,Make,2020-01-02 08:32:00,2020-01-03 12:41:00,2020-01-03 08:43:00,1 days 04:09:00.000000000
409RTH9,Make,2020-01-02 10:52:00,2020-01-03 10:34:00,2020-01-02 11:50:00,0 days 23:42:00.000000000
409S5L3,Make,2020-01-04 22:09:00,2020-01-04 22:16:00,2020-01-04 22:12:00,0 days 00:07:00.000000000
409RV3W,Make,2020-01-02 13:28:00,2020-01-04 05:12:00,,1 days 15:44:00.000000000
409S5Z9,Make,2020-01-05 15:12:00,2020-01-05 15:29:00,,0 days 00:17:00.000000000
409S5YR,Make,2020-01-05 14:32:00,2020-01-05 15:07:00,2020-01-05 15:01:00,0 days 00:35:00.000000000
409S684,Make,2020-01-05 20:46:00,2020-01-05 20:52:00,2020-01-05 20:52:00,0 days 00:06:00.000000000
409RT7P,Make,2020-01-02 11:31:00,2020-01-06 11:06:00,2020-01-02 11:40:00,3 days 23:35:00.000000000
409RZZN,Make,2020-01-03 09:42:00,2020-01-06 15:55:00,2020-01-03 13:38:00,3 days 06:13:00.000000000
409RSHY,Make,2020-01-02 10:12:00,2020-01-06 15:33:00,2020-01-02 10:14:00,4 days 05:21:00.000000000
409RSQC,Make,2020-01-02 10:30:00,2020-01-06 21:21:00,2020-01-02 10:31:00,4 days 10:51:00.000000000
409RS5V,Make,2020-01-02 09:21:00,2020-01-06 13:20:00,2020-01-02 09:58:00,4 days 03:59:00.000000000
CLKCQPF,Make,2020-01-02 15:25:00,2020-01-06 16:44:00,2020-01-03 15:51:00,4 days 01:19:00.000000000
409RWJM,Make,2020-01-02 14:33:00,2020-01-06 18:27:00,,4 days 03:54:00.000000000
BNBFMPP,Make,2020-01-03 15:32:00,2020-01-06 12:19:00,2020-01-03 16:18:00,2 days 20:47:00.000000000
BNBFSBW,Make,2020-01-02 16:07:00,2020-01-06 10:44:00,2020-01-03 10:55:00,3 days 18:37:00.000000000
409RTJT,Make,2020-01-02 11:59:00,2020-01-06 10:44:00,2020-01-03 08:30:00,3 days 22:45:00.000000000
BNBFMW9,Make,2020-01-03 13:59:00,2020-01-06 14:09:00,,3 days 00:10:00.000000000
BNBFNGL,Make,2020-01-03 12:58:00,2020-01-06 15:57:00,2020-01-03 13:28:00,3 days 02:59:00.000000000
CLKCPPH,Make,2020-01-03 09:39:00,2020-01-06 14:45:00,2020-01-06 07:50:00,3 days 05:06:00.000000000
BNBFM9R,Make,2020-01-03 15:31:00,2020-01-06 15:12:00,,2 days 23:41:00.000000000
CLKCPSL,Make,2020-01-03 10:19:00,2020-01-06 14:52:00,2020-01-03 10:56:00,3 days 04:33:00.000000000
409RVC4,Make,2020-01-02 15:04:00,2020-01-06 22:25:00,,4 days 07:21:00.000000000
BNBFPJ9,Make,2020-01-03 10:26:00,2020-01-06 13:45:00,,3 days 03:19:00.000000000
BNBFTTQ,Make,2020-01-02 13:57:00,2020-01-06 09:04:00,2020-01-02 14:22:00,3 days 19:07:00.000000000
409RT82,Make,2020-01-02 10:26:00,2020-01-06 20:25:00,,4 days 09:59:00.000000000
409RTQ6,Make,2020-01-02 11:34:00,2020-01-06 15:30:00,2020-01-02 11:35:00,4 days 03:56:00.000000000
409RVZN,Make,2020-01-02 15:41:00,2020-01-06 15:15:00,2020-01-02 15:41:00,3 days 23:34:00.000000000
BNBFZFF,Make,2020-01-02 08:38:00,2020-01-06 15:32:00,2020-01-03 09:10:00,4 days 06:54:00.000000000
409S2SP,Make,2020-01-03 11:34:00,2020-01-06 12:09:00,2020-01-03 12:16:00,3 days 00:35:00.000000000
409S3DP,Make,2020-01-03 12:03:00,2020-01-06 12:23:00,2020-01-03 12:51:00,3 days 00:20:00.000000000
409RPZV,Make,2020-01-01 15:05:00,2020-01-06 18:16:00,2020-01-01 15:07:00,5 days 03:11:00.000000000
409RVCK,Make,2020-01-02 14:07:00,2020-01-06 15:03:00,2020-01-02 15:17:00,4 days 00:56:00.000000000
409RWJG,Make,2020-01-02 14:35:00,2020-01-06 12:09:00,2020-01-02 14:37:00,3 days 21:34:00.000000000
409S434,Make,2020-01-03 11:53:00,2020-01-06 15:35:00,2020-01-06 13:14:00,3 days 03:42:00.000000000
409S422,Make,2020-01-03 13:43:00,2020-01-06 15:03:00,2020-01-03 14:28:00,3 days 01:20:00.000000000
409RV8L,Make,2020-01-02 13:51:00,2020-01-06 12:21:00,2020-01-06 09:34:00,3 days 22:30:00.000000000
409S3MS,Make,2020-01-03 13:44:00,2020-01-06 12:48:00,2020-01-06 09:20:00,2 days 23:04:00.000000000
409S375,Make,2020-01-03 09:26:00,2020-01-06 11:07:00,,3 days 01:41:00.000000000
409RSWY,Make,2020-01-02 10:51:00,2020-01-06 10:13:00,2020-01-02 14:09:00,3 days 23:22:00.000000000
409RTLZ,Make,2020-01-02 09:12:00,2020-01-06 18:23:00,,4 days 09:11:00.000000000
409RV95,Make,2020-01-02 12:54:00,2020-01-06 20:27:00,2020-01-02 13:03:00,4 days 07:33:00.000000000
409RVNR,Make,2020-01-02 14:54:00,2020-01-06 09:57:00,2020-01-03 08:21:00,3 days 19:03:00.000000000
409RWVC,Make,2020-01-02 20:28:00,2020-01-06 17:14:00,2020-01-03 09:09:00,3 days 20:46:00.000000000
409S3J6,Make,2020-01-03 13:23:00,2020-01-06 17:13:00,2020-01-06 12:27:00,3 days 03:50:00.000000000
409S424,Make,2020-01-03 13:43:00,2020-01-06 12:51:00,2020-01-03 14:07:00,2 days 23:08:00.000000000
409RWLM,Make,2020-01-02 17:55:00,2020-01-06 19:52:00,2020-01-06 16:01:00,4 days 01:57:00.000000000
409RZRK,Make,2020-01-03 09:13:00,2020-01-06 12:12:00,,3 days 02:59:00.000000000
409S2L8,Make,2020-01-03 10:57:00,2020-01-06 14:49:00,2020-01-06 11:58:00,3 days 03:52:00.000000000
409S2KM,Make,2020-01-03 10:53:00,2020-01-06 11:03:00,2020-01-06 10:12:00,3 days 00:10:00.000000000
409S2P4,Make,2020-01-03 11:12:00,2020-01-06 15:01:00,2020-01-03 14:24:00,3 days 03:49:00.000000000
409S43H,Make,2020-01-03 14:51:00,2020-01-06 15:28:00,2020-01-06 14:01:00,3 days 00:37:00.000000000
409RQ3R,Make,2020-01-01 17:06:00,2020-01-06 17:18:00,,5 days 00:12:00.000000000
409RST5,Make,2020-01-02 10:40:00,2020-01-06 12:57:00,2020-01-02 11:37:00,4 days 02:17:00.000000000
409RVL7,Make,2020-01-02 14:40:00,2020-01-06 21:26:00,,4 days 06:46:00.000000000
409RT3G,Make,2020-01-02 10:04:00,2020-01-06 14:19:00,2020-01-02 12:18:00,4 days 04:15:00.000000000
409RRZH,Make,2020-01-02 08:56:00,2020-01-06 13:05:00,2020-01-03 09:05:00,4 days 04:09:00.000000000
409SCPV,Make,2020-01-06 11:18:00,2020-01-06 15:29:00,,0 days 04:11:00.000000000
409RRQH,Make,2020-01-02 08:23:00,2020-01-06 15:16:00,2020-01-03 09:17:00,4 days 06:53:00.000000000
409RVQP,Make,2020-01-02 15:05:00,2020-01-06 15:11:00,2020-01-03 12:51:00,4 days 00:06:00.000000000
409RTNB,Make,2020-01-02 12:17:00,2020-01-06 08:05:00,2020-01-03 14:44:00,3 days 19:48:00.000000000
409RW88,Make,2020-01-02 16:23:00,2020-01-06 15:51:00,2020-01-06 11:17:00,3 days 23:28:00.000000000
409RZQH,Make,2020-01-03 09:08:00,2020-01-06 12:52:00,2020-01-06 10:53:00,3 days 03:44:00.000000000
409S2H3,Make,2020-01-03 08:41:00,2020-01-06 15:55:00,2020-01-03 11:00:00,3 days 07:14:00.000000000
BNBFNSF,Make,2020-01-03 11:50:00,2020-01-07 17:24:00,2020-01-03 12:13:00,4 days 05:34:00.000000000
409S8L5,Make,2020-01-06 08:56:00,2020-01-07 12:55:00,,1 days 03:59:00.000000000
409S8SH,Make,2020-01-06 09:22:00,2020-01-07 14:05:00,2020-01-06 14:32:00,1 days 04:43:00.000000000
409S9NK,Make,2020-01-06 10:39:00,2020-01-07 16:33:00,2020-01-06 11:45:00,1 days 05:54:00.000000000
CLKCKPP,Make,2020-01-06 09:49:00,2020-01-07 11:04:00,2020-01-06 12:52:00,1 days 01:15:00.000000000
409SBCG,Make,2020-01-06 11:41:00,2020-01-07 11:42:00,2020-01-06 14:42:00,1 days 00:01:00.000000000
409SCCK,Make,2020-01-06 14:35:00,2020-01-07 11:37:00,2020-01-06 17:33:00,0 days 21:02:00.000000000
BNBFNJP,Make,2020-01-03 12:42:00,2020-01-07 14:04:00,2020-01-03 13:28:00,4 days 01:22:00.000000000
BNBFT8K,Make,2020-01-02 15:29:00,2020-01-07 16:58:00,2020-01-03 10:28:00,5 days 01:29:00.000000000
BNBFCGY,Make,2020-01-06 13:41:00,2020-01-07 14:59:00,2020-01-06 14:25:00,1 days 01:18:00.000000000
CLKCRTC,Make,2020-01-02 07:19:00,2020-01-07 14:02:00,2020-01-07 08:46:00,5 days 06:43:00.000000000
409S9B8,Make,2020-01-06 10:09:00,2020-01-07 12:43:00,2020-01-06 17:54:00,1 days 02:34:00.000000000
409S9P5,Make,2020-01-06 10:40:00,2020-01-07 16:34:00,2020-01-06 11:38:00,1 days 05:54:00.000000000
409SCRH,Make,2020-01-06 11:26:00,2020-01-07 16:17:00,,1 days 04:51:00.000000000
409SNML,Make,2020-01-07 16:12:00,2020-01-07 16:14:00,2020-01-07 16:12:00,0 days 00:02:00.000000000
409SP83,Make,2020-01-07 19:11:00,2020-01-07 19:24:00,2020-01-07 19:12:00,0 days 00:13:00.000000000
409S9MV,Make,2020-01-06 09:39:00,2020-01-07 12:54:00,2020-01-06 09:39:00,1 days 03:15:00.000000000
409SMK5,Make,2020-01-07 10:31:00,2020-01-07 10:35:00,2020-01-07 10:34:00,0 days 00:04:00.000000000
409RVLS,Make,2020-01-02 13:45:00,2020-01-07 11:20:00,2020-01-02 13:46:00,4 days 21:35:00.000000000
409RW98,Make,2020-01-02 15:31:00,2020-01-07 08:43:00,2020-01-02 15:31:00,4 days 17:12:00.000000000
409RZNQ,Make,2020-01-03 09:01:00,2020-01-07 10:38:00,,4 days 01:37:00.000000000
409RZQD,Make,2020-01-03 09:08:00,2020-01-07 10:36:00,2020-01-03 09:09:00,4 days 01:28:00.000000000
409S34M,Make,2020-01-03 12:10:00,2020-01-07 11:25:00,2020-01-03 12:56:00,3 days 23:15:00.000000000
409S4DN,Make,2020-01-03 15:45:00,2020-01-07 11:13:00,2020-01-03 15:46:00,3 days 19:28:00.000000000
409S4GM,Make,2020-01-03 15:57:00,2020-01-07 15:32:00,2020-01-03 15:57:00,3 days 23:35:00.000000000
409S4QQ,Make,2020-01-03 17:05:00,2020-01-07 10:49:00,2020-01-03 17:06:00,3 days 17:44:00.000000000
409S4YK,Make,2020-01-03 15:48:00,2020-01-07 11:22:00,2020-01-03 15:55:00,3 days 19:34:00.000000000
409S4Z9,Make,2020-01-03 16:08:00,2020-01-07 10:50:00,2020-01-03 16:16:00,3 days 18:42:00.000000000
409S5GF,Make,2020-01-04 13:53:00,2020-01-07 10:38:00,2020-01-04 13:54:00,2 days 20:45:00.000000000
409S5VV,Make,2020-01-05 11:00:00,2020-01-07 14:16:00,2020-01-05 11:00:00,2 days 03:16:00.000000000
409S9BM,Make,2020-01-06 10:10:00,2020-01-07 11:22:00,2020-01-07 10:07:00,1 days 01:12:00.000000000
409S9PV,Make,2020-01-06 10:45:00,2020-01-07 10:42:00,2020-01-06 10:49:00,0 days 23:57:00.000000000
409S9RT,Make,2020-01-06 09:52:00,2020-01-07 10:37:00,2020-01-06 09:53:00,1 days 00:45:00.000000000
409SBJ3,Make,2020-01-06 12:00:00,2020-01-07 12:38:00,2020-01-06 12:23:00,1 days 00:38:00.000000000
409SCG8,Make,2020-01-06 13:46:00,2020-01-07 13:34:00,,0 days 23:48:00.000000000
409SCHZ,Make,2020-01-06 10:54:00,2020-01-07 13:34:00,2020-01-07 11:52:00,1 days 02:40:00.000000000
409SCP4,Make,2020-01-06 13:15:00,2020-01-07 11:26:00,2020-01-06 13:15:00,0 days 22:11:00.000000000
409RWCG,Make,2020-01-02 15:49:00,2020-01-07 10:14:00,2020-01-03 15:53:00,4 days 18:25:00.000000000
409S5WZ,Make,2020-01-05 11:57:00,2020-01-07 15:25:00,2020-01-05 11:57:00,2 days 03:28:00.000000000
409SDR3,Make,2020-01-06 16:33:00,2020-01-07 12:52:00,2020-01-07 09:00:00,0 days 20:19:00.000000000
409S4KZ,Make,2020-01-03 15:22:00,2020-01-07 15:30:00,2020-01-06 09:44:00,4 days 00:08:00.000000000
409S655,Make,2020-01-05 18:53:00,2020-01-07 14:30:00,2020-01-05 18:56:00,1 days 19:37:00.000000000
409S95P,Make,2020-01-06 08:57:00,2020-01-07 15:03:00,2020-01-06 08:58:00,1 days 06:06:00.000000000
409SD4L,Make,2020-01-06 14:06:00,2020-01-07 13:13:00,2020-01-06 14:06:00,0 days 23:07:00.000000000
409RPS4,Miss,2020-01-01 06:50:00,2020-01-07 13:41:00,2020-01-01 07:00:00,6 days 06:51:00.000000000
BNBFVZC,Make,2020-01-02 10:37:00,2020-01-07 13:33:00,2020-01-02 14:58:00,5 days 02:56:00.000000000
409RSKP,Make,2020-01-02 10:12:00,2020-01-07 14:48:00,2020-01-02 10:12:00,5 days 04:36:00.000000000
409RVLV,Make,2020-01-02 14:46:00,2020-01-07 12:47:00,2020-01-02 14:47:00,4 days 22:01:00.000000000
409S3P2,Make,2020-01-03 12:51:00,2020-01-07 09:38:00,,3 days 20:47:00.000000000
409S4GD,Make,2020-01-03 15:09:00,2020-01-07 15:32:00,2020-01-06 09:45:00,4 days 00:23:00.000000000
BNBFPDL,Make,2020-01-03 09:42:00,2020-01-07 12:56:00,2020-01-03 12:42:00,4 days 03:14:00.000000000
409S8PN,Make,2020-01-06 09:12:00,2020-01-07 15:14:00,2020-01-06 09:12:00,1 days 06:02:00.000000000
409SD2K,Make,2020-01-06 14:55:00,2020-01-07 12:32:00,2020-01-06 14:57:00,0 days 21:37:00.000000000
409SF2S,Make,2020-01-06 14:12:00,2020-01-07 13:51:00,2020-01-07 12:00:00,0 days 23:39:00.000000000
409SF9Y,Make,2020-01-06 17:25:00,2020-01-07 16:40:00,2020-01-06 17:25:00,0 days 23:15:00.000000000
409S2TP,Make,2020-01-03 08:36:00,2020-01-07 11:43:00,2020-01-03 08:50:00,4 days 03:07:00.000000000
409S3M9,Make,2020-01-03 10:43:00,2020-01-07 16:12:00,2020-01-03 10:48:00,4 days 05:29:00.000000000
409S9L8,Make,2020-01-06 10:33:00,2020-01-07 12:36:00,2020-01-06 10:34:00,1 days 02:03:00.000000000
409S9YT,Make,2020-01-06 11:05:00,2020-01-07 14:43:00,2020-01-06 11:06:00,1 days 03:38:00.000000000
BNBFGPH,Make,2020-01-06 08:49:00,2020-01-07 17:01:00,2020-01-06 16:01:00,1 days 08:12:00.000000000
BNBFSFS,Make,2020-01-02 15:06:00,2020-01-07 13:31:00,2020-01-02 16:53:00,4 days 22:25:00.000000000
409S8MM,Make,2020-01-06 09:03:00,2020-01-07 14:33:00,2020-01-06 09:04:00,1 days 05:30:00.000000000
409RTR4,Make,2020-01-02 09:39:00,2020-01-07 11:18:00,2020-01-02 09:54:00,5 days 01:39:00.000000000
409RZTM,Make,2020-01-03 09:25:00,2020-01-07 09:04:00,2020-01-03 09:25:00,3 days 23:39:00.000000000
409S2CV,Make,2020-01-03 09:30:00,2020-01-07 08:30:00,2020-01-03 09:31:00,3 days 23:00:00.000000000
409S2LC,Make,2020-01-03 09:59:00,2020-01-07 16:20:00,2020-01-03 10:01:00,4 days 06:21:00.000000000
409S2N3,Make,2020-01-03 11:07:00,2020-01-07 10:43:00,,3 days 23:36:00.000000000
409SCY3,Make,2020-01-06 13:45:00,2020-01-07 13:19:00,2020-01-06 13:46:00,0 days 23:34:00.000000000
409S43D,Make,2020-01-03 14:52:00,2020-01-07 14:58:00,2020-01-03 14:52:00,4 days 00:06:00.000000000
409S7ZR,Make,2020-01-06 07:36:00,2020-01-07 14:08:00,2020-01-06 07:39:00,1 days 06:32:00.000000000
409SCDY,Make,2020-01-06 13:42:00,2020-01-07 12:56:00,2020-01-06 13:52:00,0 days 23:14:00.000000000
409S4BG,Make,2020-01-03 15:30:00,2020-01-07 14:49:00,2020-01-06 11:59:00,3 days 23:19:00.000000000
409S46V,Make,2020-01-03 14:08:00,2020-01-07 13:48:00,2020-01-06 08:44:00,3 days 23:40:00.000000000
409S4VF,Make,2020-01-03 14:46:00,2020-01-07 12:27:00,2020-01-06 08:01:00,3 days 21:41:00.000000000
409S8TP,Make,2020-01-06 09:27:00,2020-01-07 13:44:00,2020-01-07 09:21:00,1 days 04:17:00.000000000
409S944,Make,2020-01-06 09:48:00,2020-01-07 13:35:00,2020-01-06 19:54:00,1 days 03:47:00.000000000
409S9QP,Make,2020-01-06 10:45:00,2020-01-07 15:39:00,2020-01-07 15:18:00,1 days 04:54:00.000000000
409SB94,Make,2020-01-06 11:32:00,2020-01-07 12:56:00,2020-01-07 08:31:00,1 days 01:24:00.000000000
409SBB4,Make,2020-01-06 11:35:00,2020-01-07 11:58:00,,1 days 00:23:00.000000000
409SBHT,Make,2020-01-06 11:54:00,2020-01-07 14:02:00,2020-01-07 10:12:00,1 days 02:08:00.000000000
409S9RM,Make,2020-01-06 10:48:00,2020-01-07 13:07:00,,1 days 02:19:00.000000000
409RSDH,Make,2020-01-02 09:49:00,2020-01-07 10:11:00,,5 days 00:22:00.000000000
409RV9R,Make,2020-01-02 13:58:00,2020-01-07 15:36:00,2020-01-03 09:10:00,5 days 01:38:00.000000000
409S2H2,Make,2020-01-03 10:41:00,2020-01-07 12:39:00,2020-01-06 09:52:00,4 days 01:58:00.000000000
409S35N,Make,2020-01-03 11:17:00,2020-01-07 11:31:00,2020-01-03 13:45:00,4 days 00:14:00.000000000
409S3N2,Make,2020-01-03 13:46:00,2020-01-07 16:03:00,2020-01-03 15:16:00,4 days 02:17:00.000000000
409S3NT,Make,2020-01-03 13:49:00,2020-01-07 17:57:00,2020-01-03 16:27:00,4 days 04:08:00.000000000
409S4V7,Make,2020-01-03 14:44:00,2020-01-07 11:54:00,2020-01-06 08:02:00,3 days 21:10:00.000000000
409S4W8,Make,2020-01-03 18:05:00,2020-01-07 14:49:00,2020-01-07 11:32:00,3 days 20:44:00.000000000
409SB42,Make,2020-01-06 11:14:00,2020-01-07 10:33:00,2020-01-07 09:17:00,0 days 23:19:00.000000000
409SB7Q,Make,2020-01-06 11:27:00,2020-01-07 10:17:00,2020-01-07 09:31:00,0 days 22:50:00.000000000
409SCTH,Make,2020-01-06 13:32:00,2020-01-07 17:16:00,,1 days 03:44:00.000000000
409RW5P,Make,2020-01-02 15:03:00,2020-01-07 11:43:00,2020-01-03 08:01:00,4 days 20:40:00.000000000
409RZ6G,Make,2020-01-03 07:12:00,2020-01-07 08:33:00,2020-01-06 09:05:00,4 days 01:21:00.000000000
409S3CF,Make,2020-01-03 11:52:00,2020-01-07 11:38:00,2020-01-03 16:11:00,3 days 23:46:00.000000000
409S4WT,Make,2020-01-03 18:26:00,2020-01-07 15:30:00,2020-01-06 08:12:00,3 days 21:04:00.000000000
409S8DM,Make,2020-01-06 08:36:00,2020-01-07 13:49:00,2020-01-06 09:29:00,1 days 05:13:00.000000000
409S9WS,Make,2020-01-06 10:00:00,2020-01-07 12:40:00,2020-01-06 11:45:00,1 days 02:40:00.000000000
409SB56,Make,2020-01-06 11:18:00,2020-01-07 12:46:00,2020-01-07 07:58:00,1 days 01:28:00.000000000
409SB38,Make,2020-01-06 11:12:00,2020-01-07 15:04:00,2020-01-07 13:30:00,1 days 03:52:00.000000000
409SMKN,Make,2020-01-07 10:32:00,2020-01-07 16:51:00,,0 days 06:19:00.000000000
409RTDW,Make,2020-01-02 11:45:00,2020-01-07 09:42:00,2020-01-03 09:00:00,4 days 21:57:00.000000000
409RTPW,Make,2020-01-02 09:26:00,2020-01-07 08:45:00,2020-01-02 10:37:00,4 days 23:19:00.000000000
409RZKK,Make,2020-01-03 08:44:00,2020-01-07 15:07:00,2020-01-06 13:27:00,4 days 06:23:00.000000000
409S28C,Make,2020-01-03 10:11:00,2020-01-07 18:01:00,2020-01-03 12:20:00,4 days 07:50:00.000000000
409RZLJ,Make,2020-01-03 08:48:00,2020-01-07 12:04:00,2020-01-03 12:20:00,4 days 03:16:00.000000000
409S4H6,Make,2020-01-03 14:58:00,2020-01-07 14:33:00,,3 days 23:35:00.000000000
409S65D,Make,2020-01-05 20:01:00,2020-01-07 13:43:00,2020-01-06 09:02:00,1 days 17:42:00.000000000
409SBW8,Make,2020-01-06 09:41:00,2020-01-07 14:55:00,2020-01-07 10:50:00,1 days 05:14:00.000000000
409SC26,Make,2020-01-06 09:54:00,2020-01-07 14:56:00,2020-01-07 10:50:00,1 days 05:02:00.000000000
409S9R2,Make,2020-01-06 10:46:00,2020-01-07 10:16:00,2020-01-07 09:17:00,0 days 23:30:00.000000000
409RZGN,Make,2020-01-03 08:24:00,2020-01-07 13:24:00,2020-01-07 11:13:00,4 days 05:00:00.000000000
409S9N6,Make,2020-01-06 10:38:00,2020-01-07 15:34:00,,1 days 04:56:00.000000000
409SB3R,Make,2020-01-06 11:13:00,2020-01-07 11:36:00,2020-01-07 11:12:00,1 days 00:23:00.000000000
409SBWJ,Make,2020-01-06 10:42:00,2020-01-07 14:03:00,2020-01-06 11:12:00,1 days 03:21:00.000000000
409SD7D,Make,2020-01-06 14:18:00,2020-01-07 12:27:00,,0 days 22:09:00.000000000
