OCPM #,Make/Miss,SR Create TS,SR Close TS,Cust Contact TS,Close and Create Diff
409SBZ5,Make,2020-01-06 09:49:00,2020-01-08 18:39:00,2020-01-08 10:37:00,2 days 08:50:00.000000000
409RV2C,Miss,2020-01-02 12:15:00,2020-01-08 15:03:00,2020-01-02 16:44:00,6 days 02:48:00.000000000
409SDF5,Make,2020-01-06 14:41:00,2020-01-08 16:15:00,2020-01-08 11:24:00,2 days 01:34:00.000000000
409SC42,Make,2020-01-06 13:01:00,2020-01-08 13:28:00,2020-01-08 08:23:00,2 days 00:27:00.000000000
409S3KC,Make,2020-01-03 12:31:00,2020-01-08 13:12:00,2020-01-06 10:20:00,5 days 00:41:00.000000000
409S4D5,Make,2020-01-03 12:41:00,2020-01-08 14:18:00,2020-01-03 14:54:00,5 days 01:37:00.000000000
409RWNF,Miss,2020-01-02 16:17:00,2020-01-08 14:19:00,2020-01-03 09:07:00,5 days 22:02:00.000000000
409S9ZM,Make,2020-01-06 11:07:00,2020-01-08 10:01:00,2020-01-07 13:07:00,1 days 22:54:00.000000000
409SNL5,Make,2020-01-07 15:57:00,2020-01-09 12:44:00,2020-01-07 16:02:00,1 days 20:47:00.000000000
409RSQM,Miss,2020-01-02 11:32:00,2020-01-09 22:17:00,2020-01-02 11:33:00,7 days 10:45:00.000000000
409RWNJ,Miss,2020-01-02 18:21:00,2020-01-09 21:20:00,,7 days 02:59:00.000000000
409SWB6,Make,2020-01-08 13:23:00,2020-01-09 16:32:00,2020-01-08 13:24:00,1 days 03:09:00.000000000
409SYQ6,Make,2020-01-08 16:26:00,2020-01-09 13:30:00,2020-01-08 16:26:00,0 days 21:04:00.000000000
409S3N8,Miss,2020-01-03 13:48:00,2020-01-09 14:07:00,2020-01-06 08:10:00,6 days 00:19:00.000000000
409STCL,Make,2020-01-08 10:21:00,2020-01-09 14:57:00,2020-01-08 10:21:00,1 days 04:36:00.000000000
409SWKT,Make,2020-01-08 11:57:00,2020-01-09 15:18:00,2020-01-08 11:58:00,1 days 03:21:00.000000000
409S99N,Make,2020-01-06 10:08:00,2020-01-09 11:54:00,2020-01-06 10:09:00,3 days 01:46:00.000000000
409SMPB,Make,2020-01-07 13:52:00,2020-01-09 12:33:00,2020-01-07 13:52:00,1 days 22:41:00.000000000
409SNPT,Make,2020-01-07 16:24:00,2020-01-09 09:28:00,2020-01-08 11:41:00,1 days 17:04:00.000000000
409SF3J,Make,2020-01-06 16:17:00,2020-01-09 17:01:00,2020-01-06 16:17:00,3 days 00:44:00.000000000
409SLBR,Make,2020-01-07 11:18:00,2020-01-09 15:58:00,2020-01-08 10:02:00,2 days 04:40:00.000000000
409S4PT,Miss,2020-01-03 13:55:00,2020-01-09 10:09:00,2020-01-03 13:56:00,5 days 20:14:00.000000000
409RWZJ,Miss,2020-01-02 21:30:00,2020-01-09 18:20:00,,6 days 20:50:00.000000000
409SLCJ,Make,2020-01-07 10:22:00,2020-01-09 11:29:00,2020-01-08 09:55:00,2 days 01:07:00.000000000
409RZL2,Miss,2020-01-03 08:48:00,2020-01-09 21:22:00,2020-01-03 08:49:00,6 days 12:34:00.000000000
409S2Q2,Miss,2020-01-03 09:19:00,2020-01-09 19:01:00,2020-01-03 09:20:00,6 days 09:42:00.000000000
409S3C2,Miss,2020-01-03 10:51:00,2020-01-09 19:01:00,2020-01-03 10:53:00,6 days 08:10:00.000000000
CLKCFHS,Make,2020-01-07 16:20:00,2020-01-09 13:49:00,2020-01-08 08:45:00,1 days 21:29:00.000000000
409RPV5,Miss,2020-01-01 07:30:00,2020-01-09 18:13:00,,8 days 10:43:00.000000000
BNBFGRC,Make,2020-01-06 08:42:00,2020-01-09 11:02:00,2020-01-06 09:56:00,3 days 02:20:00.000000000
409S3LP,Miss,2020-01-03 13:39:00,2020-01-09 12:24:00,2020-01-03 15:18:00,5 days 22:45:00.000000000
BNBFVSL,Miss,2020-01-02 09:06:00,2020-01-09 10:16:00,2020-01-02 11:01:00,7 days 01:10:00.000000000
409S24D,Miss,2020-01-03 09:53:00,2020-01-09 10:26:00,2020-01-03 11:20:00,6 days 00:33:00.000000000
409S578,Make,2020-01-04 03:30:00,2020-01-09 11:20:00,2020-01-06 12:20:00,5 days 07:50:00.000000000
BNBDQPR,Make,2020-01-08 07:32:00,2020-01-09 16:59:00,2020-01-09 14:15:00,1 days 09:27:00.000000000
BNBDTYT,Make,2020-01-07 13:36:00,2020-01-09 10:08:00,,1 days 20:32:00.000000000
BNBDQ8Y,Make,2020-01-08 08:45:00,2020-01-09 15:53:00,2020-01-09 14:38:00,1 days 07:08:00.000000000
BNBDSLY,Make,2020-01-07 15:52:00,2020-01-09 15:30:00,,1 days 23:38:00.000000000
CLKCB8S,Make,2020-01-08 20:02:00,2020-01-09 11:34:00,2020-01-09 08:09:00,0 days 15:32:00.000000000
409S4DH,Miss,2020-01-03 13:43:00,2020-01-09 19:03:00,,6 days 05:20:00.000000000
BNBDLTN,Make,2020-01-08 14:42:00,2020-01-09 12:26:00,2020-01-08 15:20:00,0 days 21:44:00.000000000
CLKCFHQ,Make,2020-01-07 16:22:00,2020-01-09 13:50:00,2020-01-08 08:45:00,1 days 21:28:00.000000000
BNBDMSG,Make,2020-01-08 12:43:00,2020-01-09 15:04:00,2020-01-09 11:12:00,1 days 02:21:00.000000000
CLKCFHT,Make,2020-01-07 16:19:00,2020-01-09 13:51:00,2020-01-08 08:45:00,1 days 21:32:00.000000000
409SCPR,Make,2020-01-06 14:19:00,2020-01-09 09:30:00,2020-01-06 14:46:00,2 days 19:11:00.000000000
409SMKL,Make,2020-01-07 12:34:00,2020-01-09 15:24:00,2020-01-07 12:37:00,2 days 02:50:00.000000000
409SMNW,Make,2020-01-07 12:47:00,2020-01-09 15:57:00,2020-01-07 12:48:00,2 days 03:10:00.000000000
409SV4F,Make,2020-01-08 11:16:00,2020-01-09 13:29:00,2020-01-08 11:16:00,1 days 02:13:00.000000000
409SNG4,Make,2020-01-07 13:36:00,2020-01-09 11:14:00,2020-01-07 13:37:00,1 days 21:38:00.000000000
409RWTB,Miss,2020-01-02 16:59:00,2020-01-09 18:20:00,2020-01-02 17:00:00,7 days 01:21:00.000000000
BNBFLBR,Miss,2020-01-03 16:56:00,2020-01-09 09:23:00,2020-01-08 10:53:00,5 days 16:27:00.000000000
409S2ZN,Miss,2020-01-03 11:57:00,2020-01-09 11:02:00,2020-01-03 11:58:00,5 days 23:05:00.000000000
409SBTG,Make,2020-01-06 10:35:00,2020-01-09 12:50:00,2020-01-06 10:35:00,3 days 02:15:00.000000000
409SKY8,Make,2020-01-07 10:44:00,2020-01-09 10:54:00,2020-01-07 10:45:00,2 days 00:10:00.000000000
409SN3V,Make,2020-01-07 14:49:00,2020-01-09 13:44:00,2020-01-07 15:00:00,1 days 22:55:00.000000000
409SNJM,Make,2020-01-07 13:48:00,2020-01-09 14:07:00,2020-01-07 13:59:00,2 days 00:19:00.000000000
409RTQQ,Miss,2020-01-02 12:33:00,2020-01-09 13:38:00,2020-01-02 12:36:00,7 days 01:05:00.000000000
409RWDK,Miss,2020-01-02 16:58:00,2020-01-09 21:19:00,2020-01-02 16:58:00,7 days 04:21:00.000000000
409S2FM,Miss,2020-01-03 10:35:00,2020-01-09 21:00:00,2020-01-03 10:36:00,6 days 10:25:00.000000000
409SVDW,Make,2020-01-08 11:44:00,2020-01-09 14:43:00,2020-01-08 11:44:00,1 days 02:59:00.000000000
409SDWJ,Make,2020-01-06 16:48:00,2020-01-09 13:14:00,2020-01-06 16:49:00,2 days 20:26:00.000000000
409SC5K,Make,2020-01-06 13:10:00,2020-01-09 07:46:00,,2 days 18:36:00.000000000
409SCBW,Make,2020-01-06 13:32:00,2020-01-09 15:05:00,2020-01-07 14:59:00,3 days 01:33:00.000000000
409SCGQ,Make,2020-01-06 12:48:00,2020-01-09 12:23:00,2020-01-06 13:45:00,2 days 23:35:00.000000000
409SJKY,Make,2020-01-07 08:57:00,2020-01-09 13:36:00,2020-01-07 08:57:00,2 days 04:39:00.000000000
409SMSJ,Make,2020-01-07 13:02:00,2020-01-09 15:44:00,2020-01-07 13:06:00,2 days 02:42:00.000000000
409SN3B,Make,2020-01-07 11:38:00,2020-01-09 12:05:00,2020-01-07 11:43:00,2 days 00:27:00.000000000
409SNP6,Make,2020-01-07 14:16:00,2020-01-09 10:10:00,2020-01-07 14:36:00,1 days 19:54:00.000000000
409SRWL,Make,2020-01-08 07:30:00,2020-01-09 13:27:00,2020-01-08 07:30:00,1 days 05:57:00.000000000
BNBDPHF,Make,2020-01-08 08:53:00,2020-01-09 11:38:00,2020-01-08 14:36:00,1 days 02:45:00.000000000
409SWF5,Make,2020-01-08 13:37:00,2020-01-09 14:27:00,2020-01-08 13:37:00,1 days 00:50:00.000000000
409SCHY,Make,2020-01-06 13:55:00,2020-01-09 10:47:00,2020-01-06 13:55:00,2 days 20:52:00.000000000
409RZMB,Miss,2020-01-03 08:54:00,2020-01-09 21:22:00,2020-01-03 08:56:00,6 days 12:28:00.000000000
409S4CS,Miss,2020-01-03 15:41:00,2020-01-09 21:02:00,,6 days 05:21:00.000000000
409SKVP,Make,2020-01-07 10:39:00,2020-01-09 10:01:00,2020-01-08 09:00:00,1 days 23:22:00.000000000
409SVKC,Make,2020-01-08 11:57:00,2020-01-09 14:41:00,2020-01-08 12:01:00,1 days 02:44:00.000000000
409SW7F,Make,2020-01-08 12:15:00,2020-01-09 15:29:00,2020-01-08 12:15:00,1 days 03:14:00.000000000
409S8ZQ,Make,2020-01-06 08:42:00,2020-01-09 14:46:00,2020-01-06 08:45:00,3 days 06:04:00.000000000
409S2QW,Miss,2020-01-03 11:20:00,2020-01-09 21:00:00,2020-01-03 11:21:00,6 days 09:40:00.000000000
409S2H6,Miss,2020-01-03 10:43:00,2020-01-09 11:52:00,2020-01-03 10:45:00,6 days 01:09:00.000000000
409S4YB,Miss,2020-01-03 18:40:00,2020-01-09 21:03:00,2020-01-03 18:41:00,6 days 02:23:00.000000000
409SD44,Make,2020-01-06 14:03:00,2020-01-09 11:36:00,,2 days 21:33:00.000000000
409SJWR,Make,2020-01-07 09:28:00,2020-01-09 10:52:00,2020-01-07 09:30:00,2 days 01:24:00.000000000
409SMY2,Make,2020-01-07 14:20:00,2020-01-09 14:09:00,2020-01-07 14:21:00,1 days 23:49:00.000000000
409SND3,Make,2020-01-07 12:22:00,2020-01-09 14:57:00,2020-01-07 12:23:00,2 days 02:35:00.000000000
409SWRD,Make,2020-01-08 14:24:00,2020-01-09 13:47:00,2020-01-08 14:25:00,0 days 23:23:00.000000000
409SLZ2,Make,2020-01-07 12:20:00,2020-01-09 13:24:00,2020-01-07 12:42:00,2 days 01:04:00.000000000
409SKPV,Make,2020-01-07 09:28:00,2020-01-09 15:14:00,2020-01-07 09:29:00,2 days 05:46:00.000000000
409RT8J,Miss,2020-01-02 10:27:00,2020-01-09 13:37:00,2020-01-06 08:27:00,7 days 03:10:00.000000000
409RVF9,Miss,2020-01-02 11:13:00,2020-01-09 18:18:00,2020-01-02 11:47:00,7 days 07:05:00.000000000
409SHYT,Make,2020-01-07 07:44:00,2020-01-09 15:11:00,2020-01-07 17:10:00,2 days 07:27:00.000000000
409SKCH,Make,2020-01-07 10:00:00,2020-01-09 10:47:00,2020-01-09 09:43:00,2 days 00:47:00.000000000
409SD7F,Make,2020-01-06 14:18:00,2020-01-09 13:03:00,2020-01-06 15:24:00,2 days 22:45:00.000000000
409SDHC,Make,2020-01-06 15:51:00,2020-01-09 14:55:00,,2 days 23:04:00.000000000
409SF2Z,Make,2020-01-06 17:13:00,2020-01-09 14:30:00,2020-01-07 11:28:00,2 days 21:17:00.000000000
409SFB4,Make,2020-01-06 18:23:00,2020-01-09 14:35:00,2020-01-07 11:01:00,2 days 20:12:00.000000000
409SM7L,Make,2020-01-07 11:49:00,2020-01-09 11:37:00,2020-01-08 07:48:00,1 days 23:48:00.000000000
409SSNK,Make,2020-01-08 08:28:00,2020-01-09 16:58:00,2020-01-08 13:55:00,1 days 08:30:00.000000000
409SV3W,Make,2020-01-08 08:12:00,2020-01-09 12:02:00,2020-01-09 11:17:00,1 days 03:50:00.000000000
409S4W5,Miss,2020-01-03 15:01:00,2020-01-09 11:15:00,2020-01-09 10:13:00,5 days 20:14:00.000000000
409S8TM,Make,2020-01-06 09:26:00,2020-01-09 08:32:00,2020-01-06 11:49:00,2 days 23:06:00.000000000
409SBR6,Make,2020-01-06 12:23:00,2020-01-09 10:41:00,2020-01-07 11:03:00,2 days 22:18:00.000000000
409SM3F,Make,2020-01-07 11:30:00,2020-01-09 12:34:00,2020-01-08 08:26:00,2 days 01:04:00.000000000
409SHWP,Make,2020-01-07 07:40:00,2020-01-09 10:08:00,2020-01-07 09:45:00,2 days 02:28:00.000000000
409SK8V,Make,2020-01-07 09:51:00,2020-01-09 12:59:00,2020-01-08 14:20:00,2 days 03:08:00.000000000
409SL4S,Make,2020-01-07 10:56:00,2020-01-09 12:51:00,2020-01-09 12:13:00,2 days 01:55:00.000000000
409SMBT,Make,2020-01-07 13:01:00,2020-01-09 13:17:00,2020-01-09 12:48:00,2 days 00:16:00.000000000
409STLD,Make,2020-01-08 09:35:00,2020-01-09 12:42:00,2020-01-08 15:03:00,1 days 03:07:00.000000000
409SBJR,Make,2020-01-06 10:58:00,2020-01-09 11:28:00,2020-01-07 09:03:00,3 days 00:30:00.000000000
409SD87,Make,2020-01-06 15:21:00,2020-01-09 11:56:00,2020-01-08 10:07:00,2 days 20:35:00.000000000
409RT9S,Miss,2020-01-02 10:32:00,2020-01-09 15:37:00,2020-01-06 08:28:00,7 days 05:05:00.000000000
409S3Z7,Miss,2020-01-03 13:36:00,2020-01-09 20:02:00,,6 days 06:26:00.000000000
409SPJ6,Make,2020-01-07 22:11:00,2020-01-09 11:38:00,2020-01-08 12:49:00,1 days 13:27:00.000000000
409SVB5,Make,2020-01-08 08:31:00,2020-01-09 20:30:00,,1 days 11:59:00.000000000
409SVJG,Make,2020-01-08 10:52:00,2020-01-09 15:58:00,2020-01-09 12:55:00,1 days 05:06:00.000000000
409RVYG,Miss,2020-01-02 15:32:00,2020-01-09 16:25:00,2020-01-08 14:39:00,7 days 00:53:00.000000000
409RTDF,Miss,2020-01-02 11:42:00,2020-01-09 12:45:00,2020-01-02 14:28:00,7 days 01:03:00.000000000
409SRM4,Make,2020-01-08 07:56:00,2020-01-09 12:00:00,,1 days 04:04:00.000000000
409S62P,Make,2020-01-05 14:23:00,2020-01-09 13:25:00,2020-01-08 17:44:00,3 days 23:02:00.000000000
409S957,Make,2020-01-06 09:52:00,2020-01-09 01:04:00,,2 days 15:12:00.000000000
409SCDK,Make,2020-01-06 13:39:00,2020-01-09 16:20:00,2020-01-09 13:35:00,3 days 02:41:00.000000000
409SDJ6,Make,2020-01-06 15:54:00,2020-01-09 14:19:00,,2 days 22:25:00.000000000
409SL86,Make,2020-01-07 11:08:00,2020-01-09 16:43:00,2020-01-07 14:17:00,2 days 05:35:00.000000000
409SMLF,Make,2020-01-07 13:35:00,2020-01-09 15:32:00,2020-01-09 12:23:00,2 days 01:57:00.000000000
409SMNB,Make,2020-01-07 13:44:00,2020-01-09 12:50:00,2020-01-08 09:59:00,1 days 23:06:00.000000000
409SRS8,Make,2020-01-08 07:17:00,2020-01-09 16:14:00,2020-01-08 12:05:00,1 days 08:57:00.000000000
409STR6,Make,2020-01-08 07:45:00,2020-01-09 17:31:00,2020-01-08 11:56:00,1 days 09:46:00.000000000
409SVMD,Make,2020-01-08 10:06:00,2020-01-09 12:35:00,,1 days 02:29:00.000000000
409RTD9,Miss,2020-01-02 11:42:00,2020-01-09 12:04:00,2020-01-02 14:15:00,7 days 00:22:00.000000000
409RTM4,Miss,2020-01-02 12:12:00,2020-01-09 15:07:00,2020-01-07 15:41:00,7 days 02:55:00.000000000
409RVS6,Miss,2020-01-02 15:10:00,2020-01-09 15:42:00,2020-01-08 14:39:00,7 days 00:32:00.000000000
409S5WT,Make,2020-01-05 12:45:00,2020-01-09 10:43:00,2020-01-06 08:19:00,3 days 21:58:00.000000000
409SKL8,Make,2020-01-07 08:18:00,2020-01-09 12:00:00,2020-01-07 10:45:00,2 days 03:42:00.000000000
409SM3T,Make,2020-01-07 12:31:00,2020-01-09 13:39:00,2020-01-08 10:49:00,2 days 01:08:00.000000000
409SM4D,Make,2020-01-07 12:33:00,2020-01-09 14:08:00,2020-01-08 12:13:00,2 days 01:35:00.000000000
409SW9Z,Make,2020-01-08 10:22:00,2020-01-09 14:07:00,,1 days 03:45:00.000000000
409RZH7,Miss,2020-01-03 08:27:00,2020-01-09 21:22:00,,6 days 12:55:00.000000000
409S2MQ,Miss,2020-01-03 10:04:00,2020-01-09 20:00:00,,6 days 09:56:00.000000000
409S2PR,Miss,2020-01-03 11:16:00,2020-01-09 13:24:00,,6 days 02:08:00.000000000
409S3DJ,Miss,2020-01-03 12:01:00,2020-01-09 10:37:00,2020-01-03 16:20:00,5 days 22:36:00.000000000
409SRMF,Make,2020-01-08 07:57:00,2020-01-09 10:34:00,2020-01-08 11:00:00,1 days 02:37:00.000000000
409SD77,Make,2020-01-06 15:17:00,2020-01-09 12:00:00,2020-01-07 13:29:00,2 days 20:43:00.000000000
409ST7B,Make,2020-01-08 09:04:00,2020-01-09 11:29:00,2020-01-09 08:20:00,1 days 02:25:00.000000000
409SV8K,Make,2020-01-08 10:25:00,2020-01-09 13:13:00,,1 days 02:48:00.000000000
409SVC6,Make,2020-01-08 09:34:00,2020-01-09 13:50:00,2020-01-08 21:09:00,1 days 04:16:00.000000000
409S5B8,Make,2020-01-04 11:06:00,2020-01-09 17:22:00,2020-01-08 11:39:00,5 days 06:16:00.000000000
409SLF3,Make,2020-01-07 11:25:00,2020-01-09 16:55:00,2020-01-09 10:19:00,2 days 05:30:00.000000000
409SVT9,Make,2020-01-08 09:30:00,2020-01-09 11:09:00,2020-01-09 09:53:00,1 days 01:39:00.000000000
409S3B9,Miss,2020-01-03 12:44:00,2020-01-09 13:49:00,2020-01-06 09:45:00,6 days 01:05:00.000000000
409SLHW,Make,2020-01-07 11:36:00,2020-01-09 12:08:00,2020-01-08 09:13:00,2 days 00:32:00.000000000
409SLYC,Make,2020-01-07 12:18:00,2020-01-09 13:54:00,2020-01-08 13:19:00,2 days 01:36:00.000000000
409SS5R,Make,2020-01-08 08:46:00,2020-01-09 11:57:00,2020-01-08 13:25:00,1 days 03:11:00.000000000
409STJ3,Make,2020-01-08 09:28:00,2020-01-09 11:24:00,,1 days 01:56:00.000000000
409SW99,Make,2020-01-08 12:20:00,2020-01-09 14:44:00,,1 days 02:24:00.000000000
409RVSD,Miss,2020-01-02 15:12:00,2020-01-09 17:12:00,2020-01-08 14:38:00,7 days 02:00:00.000000000
409RVVH,Miss,2020-01-02 15:22:00,2020-01-09 15:03:00,2020-01-08 14:39:00,6 days 23:41:00.000000000
409S3LM,Miss,2020-01-03 10:39:00,2020-01-09 15:09:00,2020-01-03 11:41:00,6 days 04:30:00.000000000
CLKC8W9,Make,2020-01-09 10:14:00,2020-01-10 12:44:00,,1 days 02:30:00.000000000
BNBDHNR,Make,2020-01-09 09:02:00,2020-01-10 12:36:00,2020-01-10 10:34:00,1 days 03:34:00.000000000
409SDCF,Make,2020-01-06 16:34:00,2020-01-10 12:43:00,2020-01-07 13:01:00,3 days 20:09:00.000000000
409TFR3,Make,2020-01-10 12:56:00,2020-01-10 13:06:00,2020-01-10 13:01:00,0 days 00:10:00.000000000
409TDZG,Make,2020-01-10 11:16:00,2020-01-10 11:24:00,2020-01-10 11:16:00,0 days 00:08:00.000000000
409SCWQ,Make,2020-01-06 13:48:00,2020-01-10 17:28:00,2020-01-06 14:19:00,4 days 03:40:00.000000000
409SJNZ,Make,2020-01-07 09:07:00,2020-01-10 13:02:00,2020-01-07 09:07:00,3 days 03:55:00.000000000
409SKKC,Make,2020-01-07 10:18:00,2020-01-10 10:04:00,2020-01-07 10:18:00,2 days 23:46:00.000000000
409SKRF,Make,2020-01-07 09:32:00,2020-01-10 11:11:00,2020-01-07 09:33:00,3 days 01:39:00.000000000
409SMBC,Make,2020-01-07 12:00:00,2020-01-10 17:30:00,2020-01-07 12:01:00,3 days 05:30:00.000000000
409SNCG,Make,2020-01-07 12:20:00,2020-01-10 09:58:00,2020-01-07 12:20:00,2 days 21:38:00.000000000
409SNKF,Make,2020-01-07 12:52:00,2020-01-10 09:27:00,2020-01-07 12:58:00,2 days 20:35:00.000000000
409SYT3,Make,2020-01-08 16:41:00,2020-01-10 18:31:00,2020-01-08 16:43:00,2 days 01:50:00.000000000
409STW8,Make,2020-01-08 11:00:00,2020-01-10 14:26:00,2020-01-08 11:01:00,2 days 03:26:00.000000000
409SV4G,Make,2020-01-08 11:16:00,2020-01-10 10:52:00,2020-01-08 11:17:00,1 days 23:36:00.000000000
409SVV2,Make,2020-01-08 12:31:00,2020-01-10 13:51:00,2020-01-09 12:08:00,2 days 01:20:00.000000000
409SYYW,Make,2020-01-08 17:07:00,2020-01-10 17:07:00,2020-01-08 17:08:00,2 days 00:00:00.000000000
409SZ95,Make,2020-01-08 15:42:00,2020-01-10 15:08:00,2020-01-08 15:43:00,1 days 23:26:00.000000000
409SZC8,Make,2020-01-08 16:29:00,2020-01-10 13:12:00,2020-01-08 16:30:00,1 days 20:43:00.000000000
BNBDKLS,Make,2020-01-08 15:59:00,2020-01-10 10:05:00,2020-01-10 09:56:00,1 days 18:06:00.000000000
409T5F8,Make,2020-01-09 10:22:00,2020-01-10 13:35:00,2020-01-10 09:28:00,1 days 03:13:00.000000000
409TGRQ,Make,2020-01-10 14:33:00,2020-01-10 14:41:00,2020-01-10 14:33:00,0 days 00:08:00.000000000
409T6Z8,Make,2020-01-09 13:07:00,2020-01-10 14:10:00,2020-01-09 13:07:00,1 days 01:03:00.000000000
409T773,Make,2020-01-09 12:39:00,2020-01-10 09:29:00,2020-01-09 12:40:00,0 days 20:50:00.000000000
409T7HY,Make,2020-01-09 13:23:00,2020-01-10 08:24:00,2020-01-09 13:24:00,0 days 19:01:00.000000000
409T7Q6,Make,2020-01-09 14:50:00,2020-01-10 10:54:00,2020-01-09 15:00:00,0 days 20:04:00.000000000
409T82H,Make,2020-01-09 14:23:00,2020-01-10 15:39:00,2020-01-09 14:24:00,1 days 01:16:00.000000000
409T87H,Make,2020-01-09 12:48:00,2020-01-10 11:08:00,2020-01-09 12:48:00,0 days 22:20:00.000000000
409T8WS,Make,2020-01-09 15:14:00,2020-01-10 09:58:00,2020-01-09 15:21:00,0 days 18:44:00.000000000
409THMH,Make,2020-01-10 22:17:00,2020-01-10 22:35:00,2020-01-10 22:17:00,0 days 00:18:00.000000000
409TDC6,Make,2020-01-10 10:09:00,2020-01-10 10:20:00,2020-01-10 10:15:00,0 days 00:11:00.000000000
409TFFP,Make,2020-01-10 11:04:00,2020-01-10 11:14:00,2020-01-10 11:13:00,0 days 00:10:00.000000000
409TFTJ,Make,2020-01-10 13:09:00,2020-01-10 13:13:00,,0 days 00:04:00.000000000
409TGQF,Make,2020-01-10 15:28:00,2020-01-10 15:45:00,2020-01-10 15:28:00,0 days 00:17:00.000000000
409TH94,Make,2020-01-10 14:00:00,2020-01-10 14:16:00,2020-01-10 14:00:00,0 days 00:16:00.000000000
409THHK,Make,2020-01-10 17:58:00,2020-01-10 18:03:00,2020-01-10 18:01:00,0 days 00:05:00.000000000
409THM6,Make,2020-01-10 20:41:00,2020-01-10 20:46:00,,0 days 00:05:00.000000000
409THMD,Make,2020-01-10 22:02:00,2020-01-10 22:12:00,2020-01-10 22:03:00,0 days 00:10:00.000000000
409SK3W,Make,2020-01-07 08:40:00,2020-01-10 10:30:00,2020-01-09 11:38:00,3 days 01:50:00.000000000
409RT7J,Miss,2020-01-02 10:24:00,2020-01-10 13:56:00,2020-01-02 10:24:00,8 days 03:32:00.000000000
409SDWP,Make,2020-01-06 14:49:00,2020-01-10 16:27:00,2020-01-06 14:58:00,4 days 01:38:00.000000000
409SMKD,Make,2020-01-07 12:33:00,2020-01-10 18:10:00,2020-01-07 16:17:00,3 days 05:37:00.000000000
409SVL4,Make,2020-01-08 09:02:00,2020-01-10 13:21:00,2020-01-08 09:02:00,2 days 04:19:00.000000000
409SWCD,Make,2020-01-08 12:30:00,2020-01-10 15:28:00,2020-01-08 12:30:00,2 days 02:58:00.000000000
409SYNB,Make,2020-01-08 16:16:00,2020-01-10 13:57:00,2020-01-08 16:16:00,1 days 21:41:00.000000000
409SYTJ,Make,2020-01-08 15:45:00,2020-01-10 10:40:00,2020-01-08 15:47:00,1 days 18:55:00.000000000
409T56P,Make,2020-01-09 09:57:00,2020-01-10 12:47:00,2020-01-09 15:46:00,1 days 02:50:00.000000000
409T5CN,Make,2020-01-09 07:16:00,2020-01-10 13:24:00,2020-01-10 10:36:00,1 days 06:08:00.000000000
BNBDGT9,Make,2020-01-09 10:27:00,2020-01-10 14:41:00,2020-01-09 16:35:00,1 days 04:14:00.000000000
409SC4C,Make,2020-01-06 13:03:00,2020-01-10 12:36:00,,3 days 23:33:00.000000000
409SPBG,Make,2020-01-07 17:17:00,2020-01-10 11:25:00,2020-01-07 17:17:00,2 days 18:08:00.000000000
409SYHQ,Make,2020-01-08 14:48:00,2020-01-10 14:51:00,2020-01-08 14:49:00,2 days 00:03:00.000000000
409S2T4,Miss,2020-01-03 11:32:00,2020-01-10 19:28:00,2020-01-03 11:33:00,7 days 07:56:00.000000000
409SDLS,Make,2020-01-06 16:09:00,2020-01-10 11:48:00,2020-01-06 16:10:00,3 days 19:39:00.000000000
409SS7J,Make,2020-01-08 08:53:00,2020-01-10 10:57:00,2020-01-08 08:53:00,2 days 02:04:00.000000000
409SY7Q,Make,2020-01-08 15:14:00,2020-01-10 11:03:00,2020-01-08 15:15:00,1 days 19:49:00.000000000
409SYLK,Make,2020-01-08 15:03:00,2020-01-10 12:07:00,2020-01-08 15:04:00,1 days 21:04:00.000000000
409SYWP,Make,2020-01-08 15:59:00,2020-01-10 10:42:00,2020-01-08 15:59:00,1 days 18:43:00.000000000
409T429,Make,2020-01-09 08:11:00,2020-01-10 13:50:00,2020-01-09 08:12:00,1 days 05:39:00.000000000
409RSC3,Miss,2020-01-02 08:45:00,2020-01-10 11:18:00,2020-01-02 08:46:00,8 days 02:33:00.000000000
409RZZZ,Miss,2020-01-03 06:44:00,2020-01-10 17:04:00,2020-01-03 06:44:00,7 days 10:20:00.000000000
409S3ZN,Miss,2020-01-03 14:41:00,2020-01-10 14:09:00,2020-01-07 11:52:00,6 days 23:28:00.000000000
409SCG7,Make,2020-01-06 10:45:00,2020-01-10 12:33:00,2020-01-06 10:46:00,4 days 01:48:00.000000000
409SSVT,Make,2020-01-08 09:43:00,2020-01-10 10:37:00,2020-01-08 10:08:00,2 days 00:54:00.000000000
409SVV4,Make,2020-01-08 09:33:00,2020-01-10 13:49:00,2020-01-08 10:00:00,2 days 04:16:00.000000000
409T6MK,Make,2020-01-09 11:22:00,2020-01-10 13:25:00,2020-01-09 11:26:00,1 days 02:03:00.000000000
409T8D2,Make,2020-01-09 15:11:00,2020-01-10 18:05:00,2020-01-09 15:12:00,1 days 02:54:00.000000000
409STMQ,Make,2020-01-08 09:42:00,2020-01-10 15:45:00,2020-01-08 09:43:00,2 days 06:03:00.000000000
409SYJF,Make,2020-01-08 14:52:00,2020-01-10 13:32:00,2020-01-08 14:52:00,1 days 22:40:00.000000000
409RT6S,Miss,2020-01-02 10:22:00,2020-01-10 20:18:00,2020-01-02 10:23:00,8 days 09:56:00.000000000
409SNM4,Make,2020-01-07 16:03:00,2020-01-10 11:30:00,2020-01-08 14:30:00,2 days 19:27:00.000000000
